-6,-6,-6,-6,-6,-6,-7,-6,-6,-5,-6
-4,-5,-5,-6,-6,-6,-5,-5,-6,-6,-5
-6,-6,-6,-6,-6,-6,-5,-6,-6,-6,-6
-6,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6
-5,-6,-6,384,624,612,49,5,-1,-2,-4
-5,-6,-5,-5,-6,-6,-6,-6,-6,-5,-6
-5,-5,-5,-5,23,1112,1095,698,21,4,-2
